# timestamp,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
8.566909232974100000e+13,-9.610000000000000486e-04,-3.359999999999000180e-04,-4.270000000000000249e-04,7.185558146848365357e-01,9.922535796426387833e+00,7.111016110752191866e-01
8.566909727358900000e+13,1.160000000000000007e-03,2.869000000000000022e-03,-2.563000000000000174e-03,6.998222961482634119e-01,9.940924944587900214e+00,6.911998331002490170e-01
8.566910218691900000e+13,-9.610000000000000486e-04,1.801000000000000083e-03,-5.753000000000000301e-03,6.931151427701782719e-01,9.954208428310536760e+00,6.533160012533251182e-01
8.566910713076600000e+13,-9.610000000000000486e-04,7.320000000000000118e-04,-3.631999999999999812e-03,6.820285757688294703e-01,9.938125595323235473e+00,6.145720212959664419e-01
8.566911207461400000e+13,-3.098000000000000059e-03,-1.389000000000000044e-03,-2.563000000000000174e-03,6.704517962649741980e-01,9.946018796592248634e+00,6.108680927405130134e-01
8.566911701846200000e+13,-5.233999999999999937e-03,-1.389000000000000044e-03,-3.631999999999999812e-03,6.748549260066247779e-01,9.952885388758920371e+00,6.275297408484241668e-01
8.566912196230900000e+13,-8.422999999999999932e-03,-2.456999999999999983e-03,-3.631999999999999812e-03,6.828771106405598923e-01,9.955455609746417522e+00,6.264335935816783829e-01
8.566912687563900000e+13,-9.490999999999999437e-03,-3.524999999999999922e-03,-3.631999999999999812e-03,6.720844292502233808e-01,9.973447856603364414e+00,6.115042862014152814e-01
8.566913181948700000e+13,-8.422999999999999932e-03,-6.714000000000000350e-03,-3.631999999999999812e-03,6.637960555779627292e-01,9.979682944422037849e+00,6.139420371625503581e-01
8.566913676333500000e+13,-1.055900000000000068e-02,-7.781999999999999855e-03,-3.631999999999999812e-03,6.691952963501305307e-01,9.983218018581274222e+00,6.234873889203309538e-01
8.566914170718200000e+13,-1.162700000000000018e-02,-8.850000000000000228e-03,-2.563000000000000174e-03,6.657305008941416524e-01,1.001599947747857122e+01,6.318004991058583375e-01
8.566914665103000000e+13,-1.055900000000000068e-02,-7.781999999999999855e-03,-2.563000000000000174e-03,6.667313519280932965e-01,1.003869872223559589e+01,6.242735739126689110e-01
8.566915156436000000e+13,-1.162700000000000018e-02,-5.661000000000000233e-03,-4.269999999999000073e-04,6.604637148251796264e-01,1.003022528618411613e+01,6.311752848961905693e-01
8.566915650820800000e+13,-1.481599999999999931e-02,-4.592999999999999861e-03,-4.270000000000000249e-04,6.545700555824127687e-01,1.001745764807190753e+01,6.549106668190445291e-01
8.566916145205500000e+13,-1.481599999999999931e-02,-1.389000000000000044e-03,-1.495000000000000018e-03,6.677828502506246711e-01,1.000865555616769598e+01,6.721673136373355062e-01
8.566916639590300000e+13,-1.695299999999999932e-02,1.801000000000000083e-03,-4.270000000000000249e-04,6.750775185005687407e-01,9.991597092413238457e+00,6.768259444220372512e-01
8.566917133975100000e+13,-1.800500000000000017e-02,3.937000000000000395e-03,6.260000000000000373e-04,6.778326852344570552e-01,9.963538833100249903e+00,6.731431851537507116e-01
8.566917625308100000e+13,-2.014200000000000018e-02,2.869000000000000022e-03,6.260000000000000373e-04,6.898677138158845201e-01,9.931470429528852506e+00,6.758028569165922539e-01
8.566918119692900000e+13,-2.227799999999999919e-02,7.320000000000000118e-04,-4.270000000000000249e-04,6.947343699271033568e-01,9.911857221037788435e+00,6.870395572569296672e-01
