# timestamp,pos_x,pos_y,pos_z,ori_w,ori_x,ori_y,ori_z
2.258846103434000000e+12,-5.192399999999999793e-02,-4.427519999999999789e-01,-1.769000000000000086e-02,7.279372046835096421e-01,6.855761927723167393e-01,5.903001659823250459e-03,-7.643002149081675259e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.258851047281000000e+12,-5.206199999999999717e-02,-4.432099999999999929e-01,-1.770700000000000052e-02,7.279520291394379061e-01,6.855606027461573770e-01,5.885927093367538526e-03,-7.680826035193542498e-03,-2.791348518645813542e-02,-9.264040735795858739e-02,-3.438617740360733806e-03
2.258855991129000000e+12,-5.220099999999999740e-02,-4.436700000000000088e-01,-1.772400000000000017e-02,7.279698577741499088e-01,6.855410316163934592e-01,5.868770008966369897e-03,-7.717592130337369918e-03,-2.811575113128554973e-02,-9.304493180137970998e-02,-3.438617044833408836e-03
2.258860904459000000e+12,-5.232300000000000145e-02,-4.441060000000000008e-01,-1.772900000000000170e-02,7.279944896772085894e-01,6.855153320131486261e-01,5.860424599875318184e-03,-7.742171683130858253e-03,-2.483041033317060636e-02,-8.873818774804774490e-02,-1.017639767753171455e-03
2.258865848307000000e+12,-5.244700000000000056e-02,-4.445479999999999987e-01,-1.773299999999999876e-02,7.280232135897584111e-01,6.854835037019088029e-01,5.859980734284085668e-03,-7.769625264574050658e-03,-2.508167726819695784e-02,-8.940404316567002185e-02,-8.090863634896358365e-04
2.258870792154000000e+12,-5.257099999999999967e-02,-4.449919999999999987e-01,-1.773599999999999829e-02,7.280477486125328523e-01,6.854576317578580102e-01,5.860603519973777396e-03,-7.789151855480873007e-03,-2.508168234145509434e-02,-8.980860451295274993e-02,-6.068148953576940272e-04
2.258875736002000000e+12,-5.269599999999999979e-02,-4.454389999999999739e-01,-1.773900000000000129e-02,7.280660376388100596e-01,6.854377236787141392e-01,5.861274975352492866e-03,-7.797796464653304616e-03,-2.528394885906971867e-02,-9.041540112002821594e-02,-6.068147726182795835e-04
2.258880649332000000e+12,-5.281999999999999890e-02,-4.458860000000000046e-01,-1.773999999999999883e-02,7.280592069536899746e-01,6.854444103880573680e-01,5.875471854025405248e-03,-7.808845374412193979e-03,-2.523746624027074434e-02,-9.097699523711193226e-02,-2.035279535500693945e-04
2.258885623697000000e+12,-5.294499999999999901e-02,-4.463409999999999878e-01,-1.773999999999999883e-02,7.280504408143616546e-01,6.854529498955503897e-01,5.896729517319322655e-03,-7.823890094007910842e-03,-2.512883553890276483e-02,-9.146896136160259649e-02,0.000000000000000000e+00
2.258890567545000000e+12,-5.307100000000000012e-02,-4.467940000000000245e-01,-1.773999999999999883e-02,7.280345712782443357e-01,6.854695997155262344e-01,5.910123752979239489e-03,-7.836118585360251146e-03,-2.548622044994247604e-02,-9.162903066527600116e-02,0.000000000000000000e+00
2.258895511393000000e+12,-5.319700000000000123e-02,-4.472479999999999789e-01,-1.773999999999999883e-02,7.280058122456612990e-01,6.855001293739152457e-01,5.925845136528673680e-03,-7.858584042851057827e-03,-2.548622044994247604e-02,-9.183130225613192477e-02,0.000000000000000000e+00
2.258900455240000000e+12,-5.332400000000000334e-02,-4.477019999999999889e-01,-1.774099999999999983e-02,7.279730491401349424e-01,6.855346149363640285e-01,5.942648739381198655e-03,-7.882120496834506967e-03,-2.568849723681349007e-02,-9.183132083081406438e-02,-2.022716317861319166e-04
2.258905399088000000e+12,-5.345199999999999951e-02,-4.481550000000000256e-01,-1.774299999999999836e-02,7.279352517385612176e-01,6.855752037180590230e-01,5.952568491122230653e-03,-7.905795520969767509e-03,-2.589076363168659259e-02,-9.162903066527600116e-02,-4.045431817448179182e-04
2.258910312418000000e+12,-5.358099999999999669e-02,-4.486040000000000028e-01,-1.774600000000000136e-02,7.279034041229368590e-01,6.856076385564018327e-01,5.972303193532970886e-03,-7.924295599790198014e-03,-2.625510600802321085e-02,-9.138405114420217190e-02,-6.105838606523265790e-04
2.258915256266000000e+12,-5.371200000000000280e-02,-4.490549999999999820e-01,-1.774999999999999842e-02,7.278613718323982962e-01,6.856521075888324379e-01,5.987232391491494922e-03,-7.937020059268629427e-03,-2.649757840430627676e-02,-9.122448748351925929e-02,-8.090863634896358365e-04
2.258920169596000000e+12,-5.384400000000000297e-02,-4.495009999999999839e-01,-1.775600000000000095e-02,7.278283726850500734e-01,6.856876709159934746e-01,5.999984041720522743e-03,-7.948583024585027107e-03,-2.686568986867553591e-02,-9.077346728355549510e-02,-1.221167721303947126e-03
2.258925143961000000e+12,-5.397899999999999920e-02,-4.499500000000000166e-01,-1.776300000000000101e-02,7.277972192654510453e-01,6.857204397368559246e-01,6.002626326465959790e-03,-7.951169085898636413e-03,-2.713914238449521496e-02,-9.026277726399688228e-02,-1.407214790307210897e-03
2.258930087809000000e+12,-5.411400000000000238e-02,-4.503940000000000166e-01,-1.777199999999999960e-02,7.277734794716335109e-01,6.857456919813911256e-01,5.982234260476898199e-03,-7.972754046915428439e-03,-2.730666476779591151e-02,-8.980858634741555047e-02,-1.820444317852733338e-03
2.258935001139000000e+12,-5.424899999999999861e-02,-4.508340000000000125e-01,-1.778100000000000167e-02,7.277567360736354463e-01,6.857622763523901765e-01,5.946655089067885355e-03,-7.991294284453637209e-03,-2.747627372678341715e-02,-8.955229955396244723e-02,-1.831751581786031846e-03
2.258939944986000000e+12,-5.438500000000000278e-02,-4.512740000000000085e-01,-1.779100000000000126e-02,7.277388981731099937e-01,6.857818737077958637e-01,5.910109643062010087e-03,-8.005860819704127551e-03,-2.750894192541761610e-02,-8.899951799399462293e-02,-2.022716318045268431e-03
2.258944888834000000e+12,-5.452100000000000002e-02,-4.517129999999999757e-01,-1.780100000000000085e-02,7.277200749335662744e-01,6.858027144005004461e-01,5.860591929332076636e-03,-8.021524412781689400e-03,-2.750893635866727069e-02,-8.879722839304612925e-02,-2.022715908725493308e-03
2.258949832682000000e+12,-5.465699999999999725e-02,-4.521499999999999964e-01,-1.781200000000000144e-02,7.277141863637769381e-01,6.858088288845071157e-01,5.800741477125659178e-03,-8.028998514918990123e-03,-2.750893635866727069e-02,-8.839268521131184164e-02,-2.224987499598253277e-03
2.258954776529000000e+12,-5.479300000000000143e-02,-4.525870000000000171e-01,-1.782299999999999857e-02,7.277083680287095291e-01,6.858158275654604452e-01,5.746933002048960903e-03,-8.040435922432974045e-03,-2.750894192288727558e-02,-8.839270309045543783e-02,-2.224987949644644056e-03
2.258959689859000000e+12,-5.492699999999999666e-02,-4.530190000000000050e-01,-1.783399999999999916e-02,7.276925693272978668e-01,6.858329174885753332e-01,5.685341194275096016e-03,-8.056113486423537029e-03,-2.727274577577567388e-02,-8.792407593384464481e-02,-2.238807489056412331e-03
2.258964633707000000e+12,-5.504300000000000165e-02,-4.534369999999999790e-01,-1.784900000000000028e-02,7.276890247871472539e-01,6.858360429345049525e-01,5.625535276439816434e-03,-8.080545456191920786e-03,-2.346350454121768486e-02,-8.454952498472378952e-02,-3.034073863088590593e-03
2.258969577555000000e+12,-5.515899999999999970e-02,-4.538539999999999797e-01,-1.786400000000000141e-02,7.276898042840134195e-01,6.858361146226396032e-01,5.569767279804088526e-03,-8.120873102722105802e-03,-2.346350454121628321e-02,-8.434725339385665266e-02,-3.034073863088590593e-03
2.258974521402000000e+12,-5.527499999999999775e-02,-4.542720000000000091e-01,-1.787700000000000053e-02,7.276895836939168971e-01,6.858361227061600118e-01,5.516998580044524952e-03,-8.161201960756604354e-03,-2.346350928716744305e-02,-8.454954208652454284e-02,-2.629531213216907727e-03
2.258979465250000000e+12,-5.539100000000000273e-02,-4.546890000000000098e-01,-1.788999999999999965e-02,7.276993261956540282e-01,6.858264236946139958e-01,5.452011260790539000e-03,-8.196410804758708785e-03,-2.346350454121768486e-02,-8.434725339385665266e-02,-2.629530681343071087e-03
2.258984409098000000e+12,-5.550700000000000078e-02,-4.551080000000000125e-01,-1.790200000000000125e-02,7.276940577183800274e-01,6.858314584858841156e-01,5.396332701410869702e-03,-8.235854350744198360e-03,-2.346350454121628321e-02,-8.475179657560216739e-02,-2.427259090471012813e-03
2.258989322428000000e+12,-5.562199999999999783e-02,-4.555250000000000132e-01,-1.791399999999999937e-02,7.276889173726357463e-01,6.858374347925012549e-01,5.343714716914212300e-03,-8.282278586413832980e-03,-2.340571465831517775e-02,-8.487115663058865389e-02,-2.442335442606481753e-03
2.258994266275000000e+12,-5.573800000000000282e-02,-4.559449999999999892e-01,-1.792499999999999996e-02,7.276928412702354798e-01,6.858324864993939896e-01,5.289886574387891137e-03,-8.328534935867991026e-03,-2.346350928716884471e-02,-8.495408535008558415e-02,-2.224987949645345752e-03
2.258999210123000000e+12,-5.585400000000000087e-02,-4.563659999999999939e-01,-1.793499999999999955e-02,7.276927739148111307e-01,6.858324170015657195e-01,5.241165041745859260e-03,-8.376838187934226507e-03,-2.346350454121628321e-02,-8.515633975734768213e-02,-2.022715908725493308e-03
