# timestamp,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
1.219445013921373000e+15,-5.263999999999999582e-03,-2.479599999999999860e-02,-5.661000000000000233e-03,2.867772589857131016e-01,9.925729296507091348e+00,9.902020925746504165e-01
1.219445018865221000e+15,-6.316999999999999699e-03,-2.160600000000000021e-02,-5.661000000000000233e-03,2.715665740785315196e-01,9.939430481503881865e+00,1.011177074361105044e+00
1.219445023809068000e+15,-7.385000000000000071e-03,-2.160600000000000021e-02,-5.661000000000000233e-03,2.570513723940081041e-01,9.935894982140428766e+00,1.023720889406164902e+00
1.219445028752916000e+15,-7.385000000000000071e-03,-2.160600000000000021e-02,-3.540000000000000178e-03,2.375006850730443098e-01,9.939194648237769769e+00,1.022637055577962695e+00
1.219445033696764000e+15,-6.316999999999999699e-03,-2.267500000000000071e-02,-3.540000000000000178e-03,2.520867452542523979e-01,9.940856462223649714e+00,1.023218666517592412e+00
1.219445038640611000e+15,-5.263999999999999582e-03,-2.372700000000000156e-02,-3.540000000000000178e-03,2.738235000807063835e-01,9.931782925840762388e+00,1.015487166572475619e+00
1.219445043584459000e+15,-2.060000000000000199e-03,-2.372700000000000156e-02,-3.540000000000000178e-03,2.842543519280931741e-01,9.947902741014287287e+00,9.943294627567431654e-01
1.219445048528307000e+15,-2.060000000000000199e-03,-2.372700000000000156e-02,-2.471999999999999805e-03,2.751872378550548892e-01,9.942143069485160467e+00,1.001499504068390500e+00
1.219445053472154000e+15,-2.060000000000000199e-03,-2.372700000000000156e-02,-2.471999999999999805e-03,2.645516666576318010e-01,9.922896888844073615e+00,1.037855222513718090e+00
1.219445058416002000e+15,1.128999999999900049e-03,-2.267500000000000071e-02,-2.471999999999999805e-03,2.736646482737737918e-01,9.935126815007661705e+00,1.062679740848424093e+00
1.219445063329332000e+15,1.129000000000000012e-03,-2.586400000000000157e-02,-2.471999999999999805e-03,2.667864292848231011e-01,9.925225286775976485e+00,1.043830001270624974e+00
1.219445068273180000e+15,2.197000000000000168e-03,-2.479599999999999860e-02,-2.471999999999999805e-03,2.634802237745221265e-01,9.915077353036412688e+00,1.006889644226854008e+00
1.219445073217027000e+15,3.265000000000000107e-03,-2.586400000000000157e-02,-2.471999999999999805e-03,2.746719260021748266e-01,9.919842148157064443e+00,9.841015369159812343e-01
1.219445078130357000e+15,2.197000000000000168e-03,-2.800000000000000058e-02,-1.404000000000000083e-03,2.793469999827000727e-01,9.911804429006192407e+00,9.915795706978770552e-01
1.219445083074205000e+15,3.265000000000000107e-03,-2.586400000000000157e-02,7.169999999999999724e-04,2.854449260021748036e-01,9.920856389090644711e+00,9.982327406870113995e-01
1.219445088018053000e+15,4.333000000000000046e-03,-2.372700000000000156e-02,-3.359999999999000180e-04,2.884045185005686962e-01,9.931635240731713665e+00,9.955195740785316438e-01
1.219445092961900000e+15,4.333000000000000046e-03,-2.479599999999999860e-02,-3.359999999999999814e-04,2.811995008474169055e-01,9.922187112335393522e+00,9.926810374607062393e-01
1.219445097905748000e+15,4.333000000000000046e-03,-2.267500000000000071e-02,-3.540000000000000178e-03,2.659596294906315106e-01,9.921058777849564692e+00,1.009973833588937220e+00
1.219445102849596000e+15,5.401999999999999684e-03,-2.372700000000000156e-02,-2.471999999999999805e-03,2.638993519280932176e-01,9.911396092413237824e+00,1.011786814648832245e+00
1.219445107793443000e+15,7.523000000000000173e-03,-2.372700000000000156e-02,-2.471999999999999805e-03,2.864453493564829145e-01,9.912534091039427508e+00,9.937652974725957877e-01
1.219445112737291000e+15,7.523000000000000173e-03,-2.267500000000000071e-02,-3.540000000000000178e-03,2.906805369159812247e-01,9.916827314761091472e+00,9.932389260021747823e-01
1.219445117650621000e+15,9.658999999999999184e-03,-2.160600000000000021e-02,-5.661000000000000233e-03,2.841379999827001179e-01,9.924035285192120526e+00,9.965448571952220114e-01
1.219445127538316000e+15,1.072700000000000042e-02,-2.160600000000000021e-02,-4.608000000000000117e-03,2.927349642808524943e-01,9.925715905524180371e+00,9.828956472071244121e-01
1.219445132482164000e+15,1.072700000000000042e-02,-2.160600000000000021e-02,-5.661000000000000233e-03,2.849066666576318130e-01,9.923886147991199280e+00,9.835235554972564520e-01
1.219445137426012000e+15,1.072700000000000042e-02,-2.053800000000000070e-02,-5.661000000000000233e-03,2.802671295757879211e-01,9.915996333346818403e+00,9.853601667338883763e-01
1.219445142339342000e+15,1.072700000000000042e-02,-1.947000000000000119e-02,-5.661000000000000233e-03,2.905465707497765782e-01,9.923258999669471336e+00,9.823460003478291513e-01
1.219445147283189000e+15,9.658999999999999184e-03,-1.947000000000000119e-02,-5.661000000000000233e-03,2.881835757688294142e-01,9.915762575768830800e+00,9.765352778714632143e-01
1.219445152227037000e+15,1.072700000000000042e-02,-1.840200000000000169e-02,-3.540000000000000178e-03,2.738564073401932863e-01,9.910019537081844021e+00,9.849542778942638188e-01
1.219445157170885000e+15,8.590999999999999678e-03,-1.414499999999999959e-02,-3.540000000000000178e-03,2.748440185812751069e-01,9.909475036996688857e+00,9.716485923325312024e-01
1.219445162084215000e+15,8.590999999999999678e-03,-1.307700000000000008e-02,-6.728999999999999738e-03,2.831988568992923061e-01,9.906501000034600324e+00,9.866224270572095945e-01
1.219445167028062000e+15,8.590999999999999678e-03,-1.307700000000000008e-02,-5.661000000000000233e-03,2.720111872100814954e-01,9.902206704222239253e+00,9.989732050696551457e-01
1.219445171971910000e+15,8.590999999999999678e-03,-1.307700000000000008e-02,-4.608000000000000117e-03,2.754832409291305129e-01,9.902841722267149649e+00,9.685566293292188211e-01
1.219445176915758000e+15,6.453999999999999668e-03,-1.307700000000000008e-02,-4.608000000000000117e-03,2.872273333468181034e-01,9.905045240736164658e+00,9.648793335082308520e-01
1.219445181859605000e+15,6.453999999999999668e-03,-1.202399999999999997e-02,-4.608000000000000117e-03,2.818008897374857935e-01,9.901693037460706392e+00,9.724141855152476088e-01
1.219445186803453000e+15,7.523000000000000173e-03,-1.095600000000000046e-02,-3.540000000000000178e-03,2.751479444175872757e-01,9.881879407178779218e+00,9.599750554165500382e-01
1.219445196691148000e+15,3.265000000000000107e-03,-8.819999999999999715e-03,-4.608000000000000117e-03,2.781405561676968952e-01,9.878930834417205986e+00,9.551151123353940342e-01
1.219445201604478000e+15,3.265000000000000107e-03,-6.682999999999999705e-03,-5.661000000000000233e-03,2.683214289023940768e-01,9.880935713885083516e+00,9.457482858535859460e-01
1.219445206517809000e+15,1.129000000000000012e-03,-6.682999999999999705e-03,-4.608000000000000117e-03,2.555784261704382998e-01,9.883754141914749880e+00,9.382281411881555622e-01
1.219445211461656000e+15,6.100000000000007326e-05,-3.494000000000000144e-03,-4.608000000000000117e-03,2.507133333468181124e-01,9.877322314761091349e+00,9.375615370818439764e-01
1.219445216405504000e+15,-9.920000000000000432e-04,-3.494000000000000144e-03,-3.540000000000000178e-03,2.555972593129886006e-01,9.884577796430837893e+00,9.394172407317133988e-01
1.219445221349351000e+15,6.100000000000007326e-05,-2.426000000000000205e-03,-4.608000000000000117e-03,2.610608144847524903e-01,9.889818185515247606e+00,9.395957591644723550e-01
1.219445226293199000e+15,-3.127999999999899958e-03,-2.426000000000000205e-03,-4.608000000000000117e-03,2.728162223523052932e-01,9.886313944422035149e+00,9.493854630840188324e-01
1.219445231237047000e+15,-3.128000000000000138e-03,-1.358000000000000049e-03,-3.540000000000000178e-03,2.781447592322822127e-01,9.883665092574650757e+00,9.590189629988623565e-01
1.219445236180894000e+15,-3.128000000000000138e-03,-3.049999999999000234e-04,-3.540000000000000178e-03,2.965394046767628744e-01,9.877143648901958173e+00,9.644935365665644467e-01
1.219445241094225000e+15,-3.128000000000000138e-03,1.830999999999999945e-03,-4.608000000000000117e-03,2.962752811197293945e-01,9.881615716897096391e+00,9.704587153291147628e-01
1.219445246038072000e+15,-9.920000000000000432e-04,3.967000000000000040e-03,-4.608000000000000117e-03,2.805205554972564075e-01,9.887689425921468711e+00,9.737143333423680103e-01
1.219445250981920000e+15,-2.060000000000000199e-03,5.035000000000000413e-03,-4.608000000000000117e-03,2.775567592638366055e-01,9.892586592659803557e+00,9.876303335082308177e-01
1.219445255895250000e+15,-3.128000000000000138e-03,5.035000000000000413e-03,-3.540000000000000178e-03,2.771278571779220989e-01,9.906330856637964644e+00,9.797865723336312005e-01
1.219445260808580000e+15,-9.920000000000000432e-04,3.967000000000000040e-03,-6.728999999999999738e-03,2.796892855576563752e-01,9.914792999948099705e+00,9.784174279622983583e-01
1.219445265721910000e+15,6.100000000000007326e-05,5.035000000000000413e-03,-5.661000000000000233e-03,2.850757141291139773e-01,9.911459714494244011e+00,9.901342855749564187e-01
1.219445270665758000e+15,1.129000000000000012e-03,3.967000000000000040e-03,-6.728999999999999738e-03,2.708897034884567012e-01,9.918345611241079496e+00,9.822192035736130311e-01
1.219445275609605000e+15,2.197000000000000168e-03,6.087999999999999662e-03,-4.608000000000000117e-03,2.572851298169219203e-01,9.931236351098039705e+00,9.775733885120232447e-01
