# timestamp,pos_x,pos_y,pos_z,ori_w,ori_x,ori_y,ori_z
4.063398671843593000e+15,-1.430700000000000027e-02,-1.051330000000000042e-01,-4.295800000000000313e-02,7.108948090051919744e-01,7.023157992421957818e-01,-2.112502404048233196e-02,3.062303484931089281e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.063398676787441000e+15,-1.430999999999999980e-02,-1.051219999999999932e-01,-4.295800000000000313e-02,7.108759542833165135e-01,7.023327459532893169e-01,-2.114285375674190837e-02,3.064028048474354282e-02,-6.068147576588039764e-04,2.224987444751521087e-03,0.000000000000000000e+00
4.063398681731289000e+15,-1.431299999999999933e-02,-1.051119999999999971e-01,-4.295700000000000213e-02,7.108559314284484953e-01,7.023513943620182109e-01,-2.115598165421481158e-02,3.066135138680556316e-02,-6.068148148147199357e-04,2.022716049381932061e-03,2.022716049384738952e-04
4.063398686675136000e+15,-1.431600000000000060e-02,-1.051020000000000010e-01,-4.295700000000000213e-02,7.108265049201653030e-01,7.023808862526503827e-01,-2.115325316489238827e-02,3.068582317837803553e-02,-6.068148719709975849e-04,2.022716239901687849e-03,0.000000000000000000e+00
4.063398691618984000e+15,-1.431800000000000087e-02,-1.050930000000000059e-01,-4.295600000000000113e-02,7.107814835653758490e-01,7.024262956553011250e-01,-2.113416571986931336e-02,3.070657750437205680e-02,-4.045431717726528974e-04,1.820444272975710017e-03,2.022715858865018997e-04
4.063398696562832000e+15,-1.432100000000000040e-02,-1.050849999999999979e-01,-4.295399999999999913e-02,7.107340457578438242e-01,7.024736988660764681e-01,-2.111133292307271203e-02,3.073182158593293356e-02,-6.068147576588039764e-04,1.618172687092015198e-03,4.045431717730037994e-04
4.063398701506679000e+15,-1.432399999999999993e-02,-1.050760000000000027e-01,-4.295100000000000307e-02,7.106859930519932034e-01,7.025217957084013420e-01,-2.107365110002565323e-02,3.074537602067256570e-02,-6.068149291265841636e-04,1.820444787379050687e-03,6.068149291258823595e-04
4.063398706450527000e+15,-1.432499999999999919e-02,-1.050679999999999947e-01,-4.294900000000000106e-02,7.106432560693000111e-01,7.025656142357339373e-01,-2.104250224530507252e-02,3.076891843694595785e-02,-2.022715858861510248e-04,1.618172687092015198e-03,4.045431717730037994e-04
4.063398711394375000e+15,-1.432699999999999946e-02,-1.050589999999999996e-01,-4.294599999999999806e-02,7.105949922523977502e-01,7.026142148545277966e-01,-2.100989426638985580e-02,3.078659085966001241e-02,-4.045431717726528974e-04,1.820444272975710017e-03,6.068147576595056721e-04
4.063398716307705000e+15,-1.433000000000000072e-02,-1.050500000000000045e-01,-4.294200000000000100e-02,7.105548830471140054e-01,7.026554553133349534e-01,-2.098057817544499160e-02,3.080152575072339638e-02,-6.105839088000778814e-04,1.831751726398468238e-03,8.141118783991622846e-04
4.063398721251552000e+15,-1.433300000000000025e-02,-1.050399999999999945e-01,-4.293799999999999700e-02,7.105219217967508882e-01,7.026879270095259811e-01,-2.096021142672513382e-02,3.082387180178025599e-02,-6.068148719706466286e-04,2.022716239904494631e-03,8.090864959617978741e-04
4.063398726195400000e+15,-1.433599999999999978e-02,-1.050299999999999984e-01,-4.293299999999999894e-02,7.104942460588571373e-01,7.027168643790774327e-01,-2.094196890199309657e-02,3.084260403621394420e-02,-6.068147576588039764e-04,2.022715858862211835e-03,1.011357929431105918e-03
4.063398731108729500e+15,-1.433800000000000005e-02,-1.050210000000000032e-01,-4.292900000000000188e-02,7.104554670201470579e-01,7.027543802777878046e-01,-2.093470085994439400e-02,3.086003748054522156e-02,-4.070559391999342127e-04,1.831751726398468238e-03,8.141118783991622846e-04
4.063398736052577500e+15,-1.434099999999999958e-02,-1.050109999999999932e-01,-4.292499999999999788e-02,7.104268355420034764e-01,7.027840326649154035e-01,-2.092565020909856188e-02,3.087847830362086543e-02,-6.068148148147199357e-04,2.022716049384738844e-03,8.090864197538955808e-04
4.063398740996425000e+15,-1.434400000000000085e-02,-1.050009999999999971e-01,-4.292200000000000182e-02,7.103943280502607038e-01,7.028152263414585432e-01,-2.091822007282470586e-02,3.090619140095493544e-02,-6.068148148150707836e-04,2.022716049381932061e-03,6.068148148140181317e-04
4.063398745940273000e+15,-1.434700000000000038e-02,-1.049910000000000010e-01,-4.291999999999999982e-02,7.103626152891245882e-01,7.028463690179950207e-01,-2.090035009365986962e-02,3.092787326732318598e-02,-6.068147576588039764e-04,2.022715858862211835e-03,4.045431717730037994e-04
4.063398750884121000e+15,-1.434999999999999991e-02,-1.049810000000000049e-01,-4.291899999999999882e-02,7.103271578729888347e-01,7.028818412625676970e-01,-2.088638642469975437e-02,3.095154843102618236e-02,-6.068148148147199357e-04,2.022716049381932061e-03,2.022716049384738952e-04
4.063398755827968000e+15,-1.435200000000000017e-02,-1.049699999999999939e-01,-4.291799999999999782e-02,7.102913276070365045e-01,7.029168099025064897e-01,-2.086734882333216023e-02,3.097301845722155722e-02,-4.045432479805480350e-04,2.224987863894944181e-03,2.022716239904494685e-04
4.063398760741299000e+15,-1.435499999999999970e-02,-1.049579999999999957e-01,-4.291799999999999782e-02,7.102611047033631220e-01,7.029479530898328221e-01,-2.084947814739387950e-02,3.100351964719283426e-02,-6.105837351953278397e-04,2.442334940781311359e-03,0.000000000000000000e+00
4.063398765685145500e+15,-1.435799999999999924e-02,-1.049439999999999956e-01,-4.291899999999999882e-02,7.102361667942949097e-01,7.029721891978832904e-01,-2.082953353014388442e-02,3.103040697168707451e-02,-6.068149862825324321e-04,2.831803269318952480e-03,-2.022716620944114030e-04
4.063398770628993500e+15,-1.436100000000000050e-02,-1.049270000000000064e-01,-4.291999999999999982e-02,7.102222520410668150e-01,7.029857727448289850e-01,-2.080552112167760592e-02,3.105543243864741787e-02,-6.068147576591548242e-04,3.438616960064917998e-03,-2.022715858865018997e-04
4.063398775572841500e+15,-1.436499999999999930e-02,-1.049080000000000013e-01,-4.292300000000000282e-02,7.102124547067368843e-01,7.029952383479383116e-01,-2.078171991018062936e-02,3.108066970164266585e-02,-8.090863435449549470e-04,3.843160131840729285e-03,-6.068147576595056721e-04
4.063398780516689000e+15,-1.436899999999999983e-02,-1.048850000000000060e-01,-4.292599999999999888e-02,7.102074086399662312e-01,7.030008265604074102e-01,-2.074864691465766464e-02,3.109376506157660036e-02,-8.090864197531937767e-04,4.652246913579285645e-03,-6.068148148140181317e-04
4.063398785460537000e+15,-1.437399999999999962e-02,-1.048589999999999939e-01,-4.292900000000000188e-02,7.102144736776294653e-01,7.029942717970242283e-01,-2.072032584640373654e-02,3.109801230368211544e-02,-1.011358024691316878e-03,5.259061728397513950e-03,-6.068148148154216314e-04
4.063398790373867000e+15,-1.438000000000000042e-02,-1.048290000000000055e-01,-4.293299999999999894e-02,7.102396298994074764e-01,7.029693829341088218e-01,-2.070387350455790698e-02,3.110464798699535960e-02,-1.221167701863516090e-03,6.105838509314402869e-03,-8.141118012416379912e-04
4.063398795317715000e+15,-1.438700000000000048e-02,-1.047970000000000013e-01,-4.293600000000000194e-02,7.102550115822702237e-01,7.029534451482769564e-01,-2.069619055438379207e-02,3.111248151734735679e-02,-1.415901101204109771e-03,6.472690748362446359e-03,-6.068147576595056721e-04
4.063398800261561500e+15,-1.439499999999999981e-02,-1.047619999999999940e-01,-4.293899999999999800e-02,7.102898633961168828e-01,7.029183771623397359e-01,-2.069434623780350146e-02,3.111475975586119880e-02,-1.618173296753536768e-03,7.079508173298785026e-03,-6.068149862818306281e-04
4.063398805205409500e+15,-1.439799999999999934e-02,-1.047450000000000048e-01,-4.293999999999999900e-02,7.103218463220718482e-01,7.028854336557850413e-01,-2.069603589947613398e-02,3.111616214370702127e-02,-6.068147576588039764e-04,3.438616960064917998e-03,-2.022715858865018997e-04
4.063398810149257500e+15,-1.440199999999999987e-02,-1.047270000000000006e-01,-4.293999999999999900e-02,7.103645911054889961e-01,7.028418891430603388e-01,-2.070409700196793046e-02,3.113026124815373996e-02,-8.090863435453057948e-04,3.640888545954227250e-03,0.000000000000000000e+00
4.063398815062588000e+15,-1.440699999999999967e-02,-1.047089999999999965e-01,-4.293899999999999800e-02,7.104144025913520233e-01,7.027901895702646229e-01,-2.070941906571288627e-02,3.114860942727268323e-02,-1.017639655105866342e-03,3.663502758382107451e-03,2.035279310213850999e-04
4.063398820006435000e+15,-1.441100000000000020e-02,-1.046919999999999934e-01,-4.293899999999999800e-02,7.104700323345729540e-01,7.027326203822865658e-01,-2.070921334072248210e-02,3.117187077983518684e-02,-8.090865721690127833e-04,3.438617931718479862e-03,0.000000000000000000e+00
4.063398824950283000e+15,-1.441500000000000073e-02,-1.046750000000000042e-01,-4.293799999999999700e-02,7.105212522953683330e-01,7.026802866171593109e-01,-2.070218188192279873e-02,3.119587623901590168e-02,-8.090863435453057948e-04,3.438616960064917998e-03,2.022715858865018997e-04
4.063398829894131000e+15,-1.441899999999999953e-02,-1.046580000000000010e-01,-4.293799999999999700e-02,7.105734278687165784e-01,7.026276102988213701e-01,-2.068375371833594545e-02,3.122017293536147320e-02,-8.090863435449549470e-04,3.438616960067725215e-03,0.000000000000000000e+00
4.063398834837977500e+15,-1.442300000000000006e-02,-1.046419999999999989e-01,-4.293799999999999700e-02,7.106203680751417284e-01,7.025795849734568499e-01,-2.065658753719071261e-02,3.123764273211421250e-02,-8.090866483769438081e-04,3.236346593507775232e-03,0.000000000000000000e+00
4.063398839751308000e+15,-1.442799999999999985e-02,-1.046269999999999978e-01,-4.293899999999999800e-02,7.106580364092652813e-01,7.025417887006868423e-01,-2.062525404935361406e-02,3.125123531006254729e-02,-1.017639655105866342e-03,3.052918965317952260e-03,-2.035279310213850999e-04
4.063398844695156000e+15,-1.443200000000000038e-02,-1.046109999999999957e-01,-4.293999999999999900e-02,7.107201676772870735e-01,7.024796565884174893e-01,-2.059298356742569891e-02,3.125661472162474808e-02,-8.090863435453057948e-04,3.236345374181223179e-03,-2.022715858865018997e-04
4.063398849639004000e+15,-1.443700000000000018e-02,-1.045949999999999935e-01,-4.294200000000000100e-02,7.107820069648751460e-01,7.024175245620656316e-01,-2.056071304135978495e-02,3.126295055842046033e-02,-1.011357929431456765e-03,3.236345374181223179e-03,-4.045431717730037994e-04
4.063398854582851000e+15,-1.444299999999999924e-02,-1.045780000000000043e-01,-4.294499999999999706e-02,7.108440076475570635e-01,7.023552319950807643e-01,-2.053476459089981221e-02,3.127560934414685967e-02,-1.213629858253168327e-03,3.438617931715672645e-03,-6.068149291258823595e-04
4.063398859496181000e+15,-1.444999999999999930e-02,-1.045600000000000002e-01,-4.294900000000000106e-02,7.109187336480078390e-01,7.022793878472552986e-01,-2.051922530599084582e-02,3.129110908979004790e-02,-1.424695652173925669e-03,3.663503105590901286e-03,-8.141118012430501646e-04
4.063398864440029000e+15,-1.445699999999999937e-02,-1.045399999999999940e-01,-4.295399999999999913e-02,7.110062351535536562e-01,7.021904443401228990e-01,-2.050872979872958579e-02,3.129900920918962659e-02,-1.415901101204109771e-03,4.045431717727231320e-03,-1.011357929431105918e-03
4.063398869383877000e+15,-1.446500000000000043e-02,-1.045190000000000008e-01,-4.296099999999999919e-02,7.111027966100269548e-01,7.020930539178255048e-01,-2.049453843732168545e-02,3.131490357612576325e-02,-1.618172687090611590e-03,4.247703303610925706e-03,-1.415901101204109771e-03
