# timestamp,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
4.604226689089000000e+12,1.380900000000000009e-02,-1.950100000000000097e-02,-2.404799999999999993e-02,2.672974259214684900e-01,1.005201290758676436e+01,1.401124759393694852e+00
4.604231602419000000e+12,1.594500000000000084e-02,-1.843300000000000147e-02,-2.298000000000000043e-02,2.697731427182786246e-01,1.004682028649734349e+01,1.388591429598052596e+00
4.604236546267000000e+12,1.806599999999999873e-02,-2.056900000000000048e-02,-1.979099999999999956e-02,2.783546852704613106e-01,1.002255938872291630e+01,1.368308407340193211e+00
4.604241490114000000e+12,2.020299999999999874e-02,-2.163699999999999998e-02,-1.872300000000000006e-02,2.691089093386181963e-01,1.000763026001189004e+01,1.381322868063473708e+00
4.604246433962000000e+12,2.339199999999999960e-02,-2.375800000000000134e-02,-1.765399999999999955e-02,2.617439630033123743e-01,1.000698911115592615e+01,1.398623018581275135e+00
4.604251377810000000e+12,2.339199999999999960e-02,-2.375800000000000134e-02,-1.660199999999999870e-02,2.726313149269556924e-01,9.994417610913808758e+00,1.396006499919293598e+00
4.604256321657000000e+12,2.339199999999999960e-02,-2.589400000000000035e-02,-1.553299999999999993e-02,2.738564081131555916e-01,9.975982167655674360e+00,1.367364299592200183e+00
4.604261234988000000e+12,2.659600000000000158e-02,-2.802999999999999936e-02,-1.446500000000000043e-02,2.638789981206228763e-01,9.964470998120624756e+00,1.342673426481836074e+00
4.604266148318000000e+12,2.445999999999999910e-02,-3.015100000000000072e-02,-1.339699999999999919e-02,2.565242854356850066e-01,9.956776285401085502e+00,1.322150284148167376e+00
4.604271092165000000e+12,2.445999999999999910e-02,-3.228799999999999726e-02,-1.232899999999999968e-02,2.647807948836199965e-01,9.959968777024048592e+00,1.315767202996775520e+00
4.604276036013000000e+12,2.020299999999999874e-02,-3.228799999999999726e-02,-1.020800000000000006e-02,2.768974445027436171e-01,9.963708425921469214e+00,1.319595000000000073e+00
