# timestamp,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
2.236161288882980500e+15,-2.346799999999999928e-02,-9.032999999999999363e-03,-7.600000000000000418e-05,7.644169814187248280e-01,9.855629055577962205e+00,-1.547339277401125646e+00
2.236161293796311250e+15,-2.346799999999999928e-02,-6.897000000000000353e-03,-2.197000000000000168e-03,7.564021430834078075e-01,9.849038428971594428e+00,-1.551916998677475235e+00
2.236161298740159250e+15,-2.560399999999999829e-02,-4.775999999999999863e-03,-2.197000000000000168e-03,7.578760195540031885e-01,9.848640778962211684e+00,-1.581370613255628887e+00
2.236161303684006000e+15,-2.667200000000000126e-02,-5.844000000000000236e-03,-2.197000000000000168e-03,7.569765554972563981e-01,9.851688666653181770e+00,-1.585326462918156043e+00
2.236161308627854000e+15,-2.774000000000000077e-02,-2.639999999999999986e-03,-3.265000000000000107e-03,7.533204259214685283e-01,9.855389444502744567e+00,-1.575219592493944054e+00
2.236161313571702250e+15,-2.774000000000000077e-02,-4.775999999999999863e-03,-3.265000000000000107e-03,7.437905350396158966e-01,9.844267756150827609e+00,-1.542123179266470023e+00
2.236161318515549000e+15,-3.092999999999999916e-02,-4.775999999999999863e-03,-1.129000000000000012e-03,7.499601483184757944e-01,9.851085203932441914e+00,-1.513135685073044412e+00
2.236161323428879000e+15,-3.092999999999999916e-02,-5.844000000000000236e-03,-2.197000000000000168e-03,7.538280002959296677e-01,9.855536286149515490e+00,-1.498554857560351117e+00
2.236161328372727250e+15,-3.306599999999999817e-02,-9.032999999999999363e-03,-2.197000000000000168e-03,7.370975739126688353e-01,9.836068851681524450e+00,-1.491367666653182100e+00
2.236161333316575250e+15,-3.199799999999999867e-02,-3.707999999999900178e-03,-2.197000000000000168e-03,7.241453147655430023e-01,9.839095574239944852e+00,-1.499193740852874157e+00
2.236161338260422000e+15,-2.774000000000000077e-02,-2.639999999999999986e-03,-3.265000000000000107e-03,7.330206650666980517e-01,9.869487737868503530e+00,-1.512445832391050793e+00
2.236161343204270000e+15,-2.880900000000000127e-02,-2.639999999999999986e-03,-2.197000000000000168e-03,7.478685000807063776e-01,9.876788833225656816e+00,-1.501053129414375187e+00
2.236161348148117750e+15,-2.774000000000000077e-02,-5.189999999998999667e-04,-1.129000000000000012e-03,7.459309245207224048e-01,9.872734241185861848e+00,-1.494999501331655267e+00
2.236161353061447750e+15,-2.774000000000000077e-02,-1.572000000000000047e-03,-1.129000000000000012e-03,7.544295727861607403e-01,9.864685141881951225e+00,-1.497530285504884429e+00
2.236161358005295000e+15,-2.667200000000000126e-02,-3.707999999999999925e-03,-7.599999999999989576e-05,7.582505008474170749e-01,9.868841702149360628e+00,-1.505955220856349142e+00
2.236161362918624750e+15,-2.774000000000000077e-02,-1.572000000000000047e-03,-7.600000000000000418e-05,7.598179996867704400e-01,9.878627142787477666e+00,-1.507535571724472057e+00
2.236161367892991250e+15,-2.774000000000000077e-02,-1.572000000000000047e-03,-7.600000000000000418e-05,7.485605325540983790e-01,9.891735595996351549e+00,-1.504212036887514925e+00
2.236161372836838000e+15,-2.667200000000000126e-02,-5.189999999998999667e-04,-3.265000000000000107e-03,7.509934795514505712e-01,9.869331893173880488e+00,-1.507724962586018291e+00
2.236161377780686250e+15,-2.667200000000000126e-02,-1.572000000000000047e-03,-2.197000000000000168e-03,7.490755739126688795e-01,9.851289777845112283e+00,-1.527977352089505914e+00
2.236161382724533750e+15,-2.774000000000000077e-02,-5.189999999998999667e-04,-2.197000000000000168e-03,7.405821482952446022e-01,9.865769372663837800e+00,-1.538396462297073608e+00
2.236161387668381000e+15,-2.880900000000000127e-02,5.489999999999000454e-04,-3.265000000000000107e-03,7.500238890054872209e-01,9.871946907384893777e+00,-1.529567314729538552e+00
2.236161392612228750e+15,-2.880900000000000127e-02,1.616999999999999948e-03,-3.265000000000000107e-03,7.686798520087996245e-01,9.864140925840759522e+00,-1.527469388924780791e+00
2.236161397556076750e+15,-2.774000000000000077e-02,1.616999999999999948e-03,-3.265000000000000107e-03,7.868794649603840785e-01,9.859299000000000035e+00,-1.530885481777652046e+00
2.236161402499924000e+15,-2.880900000000000127e-02,2.686000000000000019e-03,-3.265000000000000107e-03,7.748674997534309439e-01,9.868575463084020782e+00,-1.533281481499431109e+00
2.236161407413254000e+15,-2.880900000000000127e-02,2.686000000000000019e-03,-4.333000000000000046e-03,7.639267141291140595e-01,9.874088857212521830e+00,-1.539768856864692559e+00
2.236161412357102250e+15,-2.986099999999999866e-02,5.490000000000000088e-04,-4.333000000000000046e-03,7.593587406510070581e-01,9.868945314761091936e+00,-1.534942722105735902e+00
2.236161417300949750e+15,-2.986099999999999866e-02,-1.572000000000000047e-03,-4.333000000000000046e-03,7.638750371625503410e-01,9.853863573917120533e+00,-1.516976296148263126e+00
2.236161422244796500e+15,-3.199799999999999867e-02,5.490000000000000088e-04,-6.453999999999999668e-03,7.699862779181879668e-01,9.843222944679720143e+00,-1.518528794930344761e+00
2.236161427188644750e+15,-3.199799999999999867e-02,1.616999999999999948e-03,-5.401999999999999684e-03,7.695675740785314911e-01,9.853967814971655415e+00,-1.500837388561500951e+00
2.236161432101975250e+15,-2.986099999999999866e-02,-1.572000000000000047e-03,-4.333000000000000046e-03,7.660541430488080339e-01,9.849203857838979559e+00,-1.463067429546152987e+00
2.236161437045823250e+15,-2.880900000000000127e-02,-1.572000000000000047e-03,-6.453999999999999668e-03,7.611709444175872585e-01,9.847877889005488328e+00,-1.485122704179012043e+00
2.236161441989670000e+15,-2.880900000000000127e-02,-1.572000000000000047e-03,-5.401999999999999684e-03,7.434907059170722254e-01,9.856916388558747855e+00,-1.498752279613021932e+00
2.236161446933518250e+15,-2.986099999999999866e-02,-5.189999999998999667e-04,-6.453999999999999668e-03,7.308228518429369380e-01,9.874164389090644534e+00,-1.475412666491769054e+00
2.236161451877365750e+15,-2.986099999999999866e-02,-5.190000000000000386e-04,-5.401999999999999684e-03,7.265408888396245324e-01,9.882201462918155599e+00,-1.469936444502743633e+00
2.236161456821212500e+15,-2.986099999999999866e-02,-5.190000000000000386e-04,-5.401999999999999684e-03,7.299239250785876099e-01,9.881029481293008843e+00,-1.477026684667830603e+00
