# timestamp,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
3.419861288648200000e+14,-1.913499999999999923e-02,9.124999999999999431e-03,3.969999999998999828e-04,-6.165714815706300339e-02,1.004122859249839372e+01,2.247370369966875947e-01
3.419861338086670000e+14,-2.233900000000000122e-02,8.056999999999999926e-03,2.532999999999899915e-03,-6.904025831705550009e-02,1.004618336895761566e+01,2.258765365665643954e-01
3.419861387525150000e+14,-2.552799999999999861e-02,1.019300000000000067e-02,3.601000000000000034e-03,-8.581866681904459782e-02,1.008303787075148783e+01,2.284239999999999882e-01
3.419861436658450000e+14,-2.978499999999999898e-02,8.056999999999999926e-03,6.790000000000000029e-03,-6.370314442323229964e-02,1.009684085754305194e+01,2.451914277182684065e-01
3.419861486096930000e+14,-3.511000000000000232e-02,5.919999999999999915e-03,3.601000000000000034e-03,-5.195409274051299847e-02,1.009196729630967582e+01,2.642930741592379174e-01
3.419861535535400000e+14,-3.724700000000000233e-02,5.919999999999999915e-03,3.601000000000000034e-03,-6.208048124628449960e-02,1.011438149703297817e+01,2.811618502038998879e-01
3.419861584973880000e+14,-3.831500000000000183e-02,3.798999999999999860e-03,6.789999999999900282e-03,-1.525462900194340075e-02,1.014384933350823026e+01,3.161973336740934726e-01
3.419861634412360000e+14,-3.617900000000000282e-02,-2.593999999999900205e-03,4.669000000000000407e-03,3.726787059007469899e-02,1.017027868540031932e+01,3.603084262487438738e-01
3.419861683545660000e+14,-3.405799999999999800e-02,-4.729999999999999830e-03,3.601000000000000034e-03,3.129157236823090077e-02,1.019003514247424924e+01,4.060231414649534964e-01
3.419861732678960000e+14,-2.978499999999999898e-02,-7.919000000000000691e-03,2.533000000000000095e-03,3.522842766636880008e-02,1.018542471480747125e+01,4.286017141810136155e-01
3.419861782117440000e+14,-2.233900000000000122e-02,-8.987000000000000197e-03,3.601000000000000034e-03,1.557982623005929948e-02,1.017532518466651581e+01,4.617586919922885835e-01
3.419861831250740000e+14,-1.913499999999999923e-02,-1.005600000000000070e-02,4.669000000000000407e-03,-4.789141603352500137e-03,1.017627571512151619e+01,5.043620058457298772e-01
3.419861880689210000e+14,-1.061999999999999923e-02,-1.005600000000000070e-02,4.669000000000000407e-03,-6.518018581275099657e-03,1.017042801841541255e+01,5.176977036903238627e-01
3.419861930127690000e+14,-3.158999999999999916e-03,-1.219199999999999971e-02,1.464999999999999939e-03,-1.489501858127510042e-02,1.014807170348845666e+01,5.306809075867623404e-01
3.419861979566170000e+14,4.302999999999899787e-03,-1.431299999999999933e-02,3.970000000000000005e-04,-2.877337259041390025e-02,1.013892596362872922e+01,5.415611482952445987e-01
3.419862029004640000e+14,1.174900000000000076e-02,-1.431299999999999933e-02,1.464999999999999939e-03,-5.395120393244289686e-02,1.013331901841541161e+01,5.348501665724755272e-01
3.419862078443120000e+14,1.707499999999999990e-02,-1.644899999999999834e-02,1.464999999999999939e-03,-7.244816673833820442e-02,1.010855331456812856e+01,5.020071848264753278e-01
3.419862127881600000e+14,2.134700000000000139e-02,-1.751700000000000132e-02,1.464999999999999939e-03,-8.168220481459069482e-02,1.008319290496672060e+01,4.778378880760266179e-01
3.419862177320070000e+14,2.453599999999999878e-02,-2.070599999999999871e-02,2.533000000000000095e-03,-9.410331492695560296e-02,1.009917885217021194e+01,4.509827219083191729e-01
3.419862226453370000e+14,2.560399999999999829e-02,-1.963799999999999921e-02,3.601000000000000034e-03,-9.192528614951570032e-02,1.010598757200310160e+01,3.999588588309760939e-01
3.419862275891850000e+14,2.560399999999999829e-02,-1.963799999999999921e-02,1.464999999999999939e-03,-8.791020373502579643e-02,1.010679546308402088e+01,3.365946661644936833e-01
3.419862374768800000e+14,2.453599999999999878e-02,-1.963799999999999921e-02,3.601000000000000034e-03,-5.748777784956170256e-02,1.010488229631412871e+01,3.101344630840187078e-01
3.419862424207280000e+14,2.453599999999999878e-02,-2.177400000000000169e-02,2.533000000000000095e-03,-7.290409274051300181e-02,1.011929833350822960e+01,3.211422963501304739e-01
3.419862473340580000e+14,2.560399999999999829e-02,-2.389499999999999957e-02,2.533000000000000095e-03,-7.892485726442140248e-02,1.012034828616681637e+01,3.019692868455812751e-01
3.419862522779060000e+14,2.241500000000000090e-02,-2.284200000000000119e-02,1.464999999999999939e-03,-8.056711115592550543e-02,1.010990231476554335e+01,2.990379075867622971e-01
3.419862572217530000e+14,2.027899999999999842e-02,-2.284200000000000119e-02,-6.560000000000000076e-04,-9.170773956333999610e-02,1.009575729785063913e+01,2.937740391555401787e-01
3.419862621656010000e+14,1.495400000000000028e-02,-2.177400000000000169e-02,-6.560000000000000076e-04,-9.739124073171340212e-02,1.007634805541209921e+01,2.881453519280932074e-01
3.419862670789310000e+14,1.495400000000000028e-02,-2.070599999999999871e-02,3.970000000000000005e-04,-1.091894279449985988e-01,1.006066685752575118e+01,2.917914286064643981e-01
3.419862720227790000e+14,1.281700000000000027e-02,-2.177400000000000169e-02,1.464999999999999939e-03,-1.167065184961187940e-01,1.005296437034350632e+01,2.706634441754681153e-01
3.419862769666260000e+14,8.559999999999999901e-03,-1.856999999999999970e-02,-6.560000000000000076e-04,-1.137159446797200019e-01,1.006964834935648234e+01,2.601800178595736757e-01
3.419862819104740000e+14,8.559999999999999901e-03,-1.856999999999999970e-02,-1.723999999999900092e-03,-1.454311670971679959e-01,1.005635590705762006e+01,2.506872405703006734e-01
3.419862868543220000e+14,8.559999999999999901e-03,-1.644899999999999834e-02,3.970000000000000005e-04,-1.778079815845874934e-01,1.003234312957578744e+01,2.475316852704612935e-01
3.419862917981690000e+14,6.424000000000000023e-03,-1.751700000000000132e-02,3.970000000000000005e-04,-2.087576076735384034e-01,1.003719159150879925e+01,2.595892212343949845e-01
3.419862967114990000e+14,3.235000000000000028e-03,-1.538100000000000057e-02,2.532999999999899915e-03,-2.253132858189862975e-01,1.003861314308340802e+01,2.611802859054856984e-01
3.419863016553470000e+14,5.370999999999999906e-03,-1.219199999999999971e-02,3.970000000000000005e-04,-2.278958704242119993e-01,1.003492781481024565e+01,2.717643335082308154e-01
3.419863065991950000e+14,3.235000000000000028e-03,-8.987000000000000197e-03,2.532999999999899915e-03,-2.319909074208995892e-01,1.004807033350822998e+01,2.896089815845874771e-01
3.419863115430420000e+14,3.235000000000000028e-03,-4.729999999999999830e-03,3.601000000000000034e-03,-2.379085918868442950e-01,1.008000964513424336e+01,2.940960927809860848e-01
3.419863164868900000e+14,4.303000000000000401e-03,-3.661999999999999891e-03,3.601000000000000034e-03,-2.348537406510070868e-01,1.010217135192809401e+01,2.861991665769255122e-01
3.419863214002200000e+14,2.167000000000000089e-03,5.950000000000000427e-04,3.601000000000000034e-03,-2.205182861841153974e-01,1.009932142893699414e+01,2.879421425088483089e-01
3.419863263440680000e+14,3.100000000000021141e-05,4.867999999999999931e-03,1.464999999999999939e-03,-1.881724255941930046e-01,1.009427457407853268e+01,3.284647967581122985e-01
3.419863312879150000e+14,-1.021999999999999905e-03,8.056999999999999926e-03,4.668999999999899793e-03,-1.586600570151139034e-01,1.009865386980503210e+01,3.378851319365263062e-01
3.419863362317630000e+14,-3.158999999999999916e-03,9.124999999999999431e-03,1.464999999999999939e-03,-1.483481851537505891e-01,1.011305009274051159e+01,3.326118334275244837e-01
3.419863411756110000e+14,-2.089999999999999844e-03,1.338199999999999980e-02,3.970000000000000005e-04,-1.493113889247807968e-01,1.011768431476554397e+01,3.300654443413308936e-01
3.419863460889410000e+14,-1.021999999999999905e-03,1.657099999999999893e-02,3.970000000000000005e-04,-1.626348565687628922e-01,1.011659214277018037e+01,3.211252858708859015e-01
3.419863510327880000e+14,-1.021999999999999905e-03,1.977500000000000091e-02,-1.724000000000000055e-03,-1.783148323443261019e-01,1.012028281448475120e+01,3.287766097464180914e-01
