# timestamp,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
2.314395006352379000e+15,2.044999999999999943e-03,-2.471999999999999805e-03,-1.207000000000000087e-02,6.386006310423846255e-01,9.827564262131494033e+00,-1.622149554426138174e+00
2.314395011265710000e+15,9.770000000000000039e-04,-2.471999999999999805e-03,-1.101700000000000075e-02,6.350578583966475232e-01,9.835954864452418178e+00,-1.613215852548475215e+00
2.314395016209557000e+15,-9.200000000000008139e-05,-1.404000000000000083e-03,-1.207000000000000087e-02,6.298948702627993335e-01,9.855629055577962205e+00,-1.613272703851736489e+00
2.314395021153405000e+15,9.770000000000000039e-04,-3.509999999999000031e-04,-1.101700000000000075e-02,6.234288148102449245e-01,9.847968110994511193e+00,-1.613787444341330923e+00
2.314395026097253000e+15,-9.200000000000008139e-05,1.784999999999999911e-03,-1.313800000000000037e-02,6.303868348874873684e-01,9.845464871258759132e+00,-1.600707165112512875e+00
2.314395031041100000e+15,-2.213000000000000123e-03,1.784999999999999911e-03,-1.207000000000000087e-02,6.247484813380185242e-01,9.835465240570300693e+00,-1.611846296511543430e+00
2.314395035984948000e+15,-2.213000000000000123e-03,3.922000000000000139e-03,-1.313800000000000037e-02,6.155586666531819295e-01,9.836085370504918046e+00,-1.618583222150438372e+00
2.314395040898278000e+15,-4.348999999999999568e-03,6.041999999999999628e-03,-1.313800000000000037e-02,6.223165710457062572e-01,9.834161286201416274e+00,-1.609035143135307377e+00
2.314395045842126000e+15,-7.538000000000000429e-03,4.989999999999999644e-03,-1.207000000000000087e-02,6.265850922965455760e-01,9.835915890812762186e+00,-1.630014005400045596e+00
2.314395050785973000e+15,-7.538000000000000429e-03,4.989999999999999644e-03,-1.101700000000000075e-02,6.035779626760370276e-01,9.831551481338017595e+00,-1.652746296350130484e+00
2.314395055699303000e+15,-1.074199999999999981e-02,2.853000000000000067e-03,-8.881000000000000005e-03,6.057324276317690437e-01,9.824414999948100302e+00,-1.655807000000000029e+00
2.314395060643151000e+15,-9.674000000000000307e-03,6.041999999999999628e-03,-8.881000000000000005e-03,6.116820184154124762e-01,9.813153147991199532e+00,-1.633128203407750334e+00
2.314395065586999000e+15,-1.074199999999999981e-02,7.111000000000000133e-03,-7.812000000000000367e-03,6.157796112410818257e-01,9.813856648273773686e+00,-1.621453166733888507e+00
2.314395070500329000e+15,-1.393100000000000067e-02,7.111000000000000133e-03,-7.812000000000000367e-03,6.166730003305294083e-01,9.821678999965399726e+00,-1.612623000643758964e+00
2.314395075444176000e+15,-1.393100000000000067e-02,1.136799999999999963e-02,-6.743999999999999995e-03,6.104260927809861403e-01,9.806728613229536151e+00,-1.605542814484752334e+00
2.314395080388024000e+15,-1.606799999999999895e-02,1.031499999999999952e-02,-4.623000000000000373e-03,5.863850552551372886e-01,9.787698018419861867e+00,-1.614880796394832396e+00
2.314395085270837000e+15,-1.499900000000000018e-02,9.247000000000000011e-03,-4.623000000000000373e-03,5.917734742111717683e-01,9.792980565147296090e+00,-1.610615753851674103e+00
2.314395090214684000e+15,-1.499900000000000018e-02,9.247000000000000011e-03,-2.487000000000000061e-03,6.122441111559254745e-01,9.787153518334708480e+00,-1.612410463084018808e+00
