# timestamp,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z
3.389337325153942000e+15,2.044699999999999990e-02,-4.226999999999999855e-03,-1.373000000000000088e-03,2.262958890054871941e-01,9.845788425921469411e+00,1.025192295820988031e+00
3.389337330067272000e+15,2.044699999999999990e-02,-3.158999999999999916e-03,-2.441000000000000027e-03,2.370232855057567978e-01,9.861613284896190379e+00,1.001246714129113924e+00
3.389337335011120000e+15,1.831100000000000089e-02,-2.089999999999999844e-03,-4.577999999999999604e-03,2.194854441754681973e-01,9.880539648237769867e+00,1.012148314926955672e+00
3.389337339954967000e+15,1.724200000000000038e-02,-3.158999999999999916e-03,-5.629999999999999588e-03,2.117524063715968130e-01,9.895253609793144278e+00,1.006497149796099944e+00
3.389337344868297000e+15,1.618999999999999953e-02,-4.226999999999999855e-03,-6.699000000000000093e-03,2.231769997040702891e-01,9.918808284878890547e+00,9.989425713589358269e-01
3.389337349812145000e+15,1.512100000000000076e-02,-5.295000000000000227e-03,-8.835000000000000839e-03,2.186041109945127126e-01,9.937656685270459533e+00,9.930927406510070554e-01
3.389337354755993000e+15,1.512100000000000076e-02,-3.158999999999999916e-03,-9.903000000000000344e-03,2.044155924939440039e-01,9.939754611075219515e+00,9.787145369159812036e-01
3.389337359699840000e+15,1.724200000000000038e-02,-4.226999999999999855e-03,-1.097099999999999985e-02,1.860878165576320964e-01,9.935646759542517970e+00,9.759578698050324075e-01
3.389337364643688000e+15,1.831100000000000089e-02,-5.295000000000000227e-03,-1.416000000000000071e-02,1.697833517622305000e-01,9.929995740687010297e+00,1.010624074486513368e+00
3.389337369557018000e+15,1.724200000000000038e-02,-7.415999999999999849e-03,-1.309199999999999947e-02,1.694748568992922866e-01,9.923863285870883288e+00,1.030314714476943116e+00
3.389337374500866000e+15,1.724200000000000038e-02,-7.415999999999999849e-03,-1.202399999999999997e-02,1.754738148462492986e-01,9.940791074325101562e+00,1.020278166572475609e+00
3.389337379444713000e+15,1.831100000000000089e-02,-8.484000000000000222e-03,-1.202399999999999997e-02,1.645423906316275109e-01,9.936851650643516720e+00,1.026608276176629309e+00
3.389337384388561000e+15,1.724200000000000038e-02,-1.274100000000000059e-02,-1.309199999999999947e-02,1.530473703435056010e-01,9.946018796592248634e+00,1.048680333508230866e+00
3.389337389332409000e+15,1.618999999999999953e-02,-1.701400000000000134e-02,-1.522800000000000022e-02,1.336502219890255139e-01,9.980714778010973731e+00,1.077860648399182164e+00
3.389337394276256000e+15,1.512100000000000076e-02,-1.806599999999999873e-02,-1.416000000000000071e-02,1.179917966251786965e-01,9.983662631042383495e+00,1.105535331496909190e+00
3.389337399189586000e+15,1.618999999999999953e-02,-2.020299999999999874e-02,-1.309199999999999947e-02,1.066287147732799950e-01,9.978410714163711503e+00,1.125741285192120245e+00
3.389337404133434000e+15,1.831100000000000089e-02,-2.127100000000000171e-02,-1.416000000000000071e-02,9.394925918758019467e-02,9.991544092740511473e+00,1.138247018581275194e+00
3.389337409107799000e+15,1.724200000000000038e-02,-2.127100000000000171e-02,-1.416000000000000071e-02,8.434818445087960415e-02,9.995466221185216327e+00,1.143891650155748563e+00
3.389337414021129000e+15,1.937900000000000039e-02,-1.913499999999999923e-02,-1.202399999999999997e-02,7.824285724712159995e-02,9.994229714181013691e+00,1.162174856290133063e+00
3.389337418995495000e+15,2.044699999999999990e-02,-1.701400000000000134e-02,-1.202399999999999997e-02,7.256134938301679604e-02,9.983691404003648628e+00,1.180612945224577270e+00
3.389337423939342000e+15,2.044699999999999990e-02,-1.274100000000000059e-02,-1.097099999999999985e-02,6.676861148797680334e-02,9.972414185515248164e+00,1.160867299592200474e+00
3.389337428883190000e+15,1.831100000000000089e-02,-7.415999999999999849e-03,-9.903000000000000344e-03,4.857527756698829663e-02,9.962383870262799590e+00,1.139236703654319394e+00
3.389337433827038000e+15,1.937900000000000039e-02,-2.089999999999999844e-03,-1.097099999999999985e-02,6.167861143849889816e-02,9.945616629490631411e+00,1.160482704017599120e+00
3.389337438770885000e+15,1.831100000000000089e-02,1.098999999999999934e-03,-9.903000000000000344e-03,8.750983234432610502e-02,9.937372425972727186e+00,1.158059595369961947e+00
3.389337443714733000e+15,1.831100000000000089e-02,6.424000000000000023e-03,-7.766999999999999599e-03,1.004244075060559960e-01,9.931959222154887357e+00,1.108997925481932434e+00
3.389337448658581000e+15,1.831100000000000089e-02,8.559999999999999901e-03,-7.766999999999999599e-03,1.036241846665156979e-01,9.911295126004507239e+00,1.086847537702926303e+00
3.389337453602428000e+15,1.937900000000000039e-02,1.495400000000000028e-02,-6.699000000000000093e-03,1.001199444220371992e-01,9.885401666491770101e+00,1.087766518500568713e+00
3.389337458515758000e+15,1.831100000000000089e-02,1.814299999999999941e-02,-4.577999999999999604e-03,9.781742862376430203e-02,9.883322571028408277e+00,1.078201429006193424e+00
3.389337463459606000e+15,1.618999999999999953e-02,1.707499999999999990e-02,-2.441000000000000027e-03,1.022052037710300953e-01,9.870668073831964762e+00,1.060107147995650312e+00
3.389337468403454000e+15,1.618999999999999953e-02,1.707499999999999990e-02,-3.510000000000000099e-03,9.366457391266880261e-02,9.858278481499430868e+00,1.051436999999999955e+00
3.389337473347301000e+15,1.405299999999999952e-02,1.495400000000000028e-02,-4.577999999999999604e-03,8.311251870699069844e-02,9.848988631042384867e+00,1.048686611487976927e+00
3.389337478291149000e+15,1.298500000000000001e-02,1.602200000000000152e-02,-3.510000000000000099e-03,1.003033520895059011e-01,9.835496073997825661e+00,1.061423815007662030e+00
3.389337483204479000e+15,1.298500000000000001e-02,1.602200000000000152e-02,-2.441000000000000027e-03,1.103887144600504966e-01,9.843821570784376362e+00,1.065202857508451562e+00
3.389337488148327000e+15,1.086400000000000039e-02,1.602200000000000152e-02,-3.049999999999999868e-04,1.102278148462493002e-01,9.861560129737199532e+00,1.057755944417587246e+00
3.389337493092174000e+15,8.727999999999999647e-03,1.707499999999999990e-02,-1.373000000000000088e-03,1.226663689108905969e-01,9.859774445527136777e+00,1.044543149749375122e+00
3.389337498036022000e+15,7.660000000000000142e-03,1.602200000000000152e-02,-3.049999999999000234e-04,1.316029074208996119e-01,9.872464926168035504e+00,1.060610426248743909e+00
3.389337502979870000e+15,6.591999999999999769e-03,1.495400000000000028e-02,-1.373000000000000088e-03,1.196508146488322044e-01,9.891731351923644056e+00,1.080689666689186312e+00
3.389337507923717000e+15,3.403000000000000209e-03,1.281700000000000027e-02,-1.373000000000000088e-03,1.139982957777617018e-01,9.890662408113156445e+00,1.088154499152583110e+00
3.389337512837047000e+15,4.471000000000000148e-03,9.627999999999999406e-03,7.479999999999999670e-04,1.260397138158844965e-01,9.898463856551462214e+00,1.103345856603362707e+00
3.389337517780895000e+15,3.403000000000000209e-03,1.174900000000000076e-02,7.479999999999999670e-04,1.618282966729558958e-01,9.910272963003311730e+00,1.108888611079668962e+00
3.389337522724743000e+15,1.265999999999999981e-03,9.627999999999999406e-03,1.815999999999999906e-03,1.918363149269556867e-01,9.921501889005487129e+00,1.113977833423074326e+00
3.389337527668590000e+15,1.979999999999999881e-04,8.559999999999999901e-03,-2.441000000000000027e-03,1.848096685030908015e-01,9.931915295777759667e+00,1.119080000000000075e+00
3.389337532581920000e+15,1.979999999999999881e-04,6.424000000000000023e-03,-3.049999999999999868e-04,1.981202845310613969e-01,9.945665856586064280e+00,1.118730857160622483e+00
3.389337537525768000e+15,1.265999999999999981e-03,8.559999999999999901e-03,-3.049999999999999868e-04,2.306803890861935935e-01,9.952497518500569740e+00,1.132905240929130475e+00
3.389337542469616000e+15,1.265999999999999981e-03,7.492000000000000395e-03,7.479999999999999670e-04,2.326215369159811974e-01,9.948043462918155555e+00,1.137089925840762072e+00
3.389337547413463000e+15,4.471000000000000148e-03,6.424000000000000023e-03,1.815999999999999906e-03,2.271139072190138108e-01,9.961297960797736550e+00,1.148392108899001007e+00
3.389337552357311000e+15,6.591999999999999769e-03,8.559999999999999901e-03,3.951999999999999784e-03,2.226332221504382924e-01,9.952060258985712338e+00,1.138041388597505366e+00
3.389337557301159000e+15,6.591999999999999769e-03,7.492000000000000395e-03,1.815999999999999906e-03,2.171765185005687104e-01,9.936507999999999896e+00,1.119066185153750892e+00
3.389337562245006000e+15,8.727999999999999647e-03,6.424000000000000023e-03,-3.049999999999999868e-04,2.103222600586142077e-01,9.924831334933301719e+00,1.134807201301941681e+00
3.389337567188854000e+15,1.086400000000000039e-02,6.424000000000000023e-03,-1.373000000000000088e-03,2.317647595955620032e-01,9.920977018581275786e+00,1.146086333310813776e+00
3.389337572102184000e+15,1.086400000000000039e-02,7.492000000000000395e-03,-1.373000000000000088e-03,2.293307153824392097e-01,9.925224999965399419e+00,1.151310571097605928e+00
3.389337577046032000e+15,9.795999999999999153e-03,5.370999999999999906e-03,-1.373000000000000088e-03,2.011381479912003056e-01,9.915775388758918396e+00,1.149312740651007081e+00
3.389337581989879000e+15,8.727999999999999647e-03,5.370999999999999906e-03,-1.373000000000000088e-03,1.795044276675633044e-01,9.919037942984886058e+00,1.133217482987843416e+00
3.389337586933727000e+15,6.591999999999999769e-03,3.235000000000000028e-03,-1.373000000000000088e-03,1.752251667338881880e-01,9.927965722235594370e+00,1.138121759429699287e+00
3.389337591847057000e+15,8.727999999999999647e-03,4.303000000000000401e-03,-3.510000000000000099e-03,1.694727147728729011e-01,9.929415142822078266e+00,1.153278856864692559e+00
3.389337596790905000e+15,9.795999999999999153e-03,2.167000000000000089e-03,-3.510000000000000099e-03,1.691688334230745105e-01,9.934741018581275895e+00,1.153945462918156029e+00
3.389337601734752000e+15,8.727999999999999647e-03,3.100000000000021141e-05,-4.577999999999999604e-03,1.708282782495089136e-01,9.939683907219011516e+00,1.127343725518204609e+00
3.389337606678600000e+15,8.727999999999999647e-03,1.098999999999999934e-03,-6.699000000000000093e-03,1.782422223523053018e-01,9.923526555331394050e+00,1.128049926168037675e+00
3.389337611622448000e+15,9.795999999999999153e-03,3.099999999999999457e-05,-6.699000000000000093e-03,1.653594071427761936e-01,9.923492000165861526e+00,1.143882240767717828e+00
3.389337616566295000e+15,8.727999999999999647e-03,-2.089999999999999844e-03,-6.699000000000000093e-03,1.626916094150971936e-01,9.922953779143650621e+00,1.138539741682944362e+00
3.389337621510143000e+15,7.660000000000000142e-03,-5.295000000000000227e-03,-6.699000000000000093e-03,1.612230554165499929e-01,9.907656444341332858e+00,1.141689740848423895e+00
3.389337626423473000e+15,7.660000000000000142e-03,-4.226999999999999855e-03,-6.699000000000000093e-03,1.522914286237642967e-01,9.904872285557656753e+00,1.135491429198323798e+00
3.389337631367321000e+15,8.727999999999999647e-03,-5.295000000000000227e-03,-6.699000000000000093e-03,1.693897780109744067e-01,9.915081981584588533e+00,1.124533944422037246e+00
3.389337636311168000e+15,9.795999999999999153e-03,-7.415999999999999849e-03,-3.509999999999899919e-03,1.685533352646227945e-01,9.914076352792875468e+00,1.129102925125312185e+00
3.389337641255016000e+15,1.086400000000000039e-02,-8.484000000000000222e-03,-4.577999999999999604e-03,1.481363887589181028e-01,9.906922944417587473e+00,1.139622500080706313e+00
3.389337646168346000e+15,7.660000000000000142e-03,-8.484000000000000222e-03,-3.510000000000000099e-03,1.352715717071721058e-01,9.901629143048808146e+00,1.127792715121109124e+00
3.389337651081676000e+15,7.660000000000000142e-03,-8.484000000000000222e-03,-3.510000000000000099e-03,1.246690003305293976e-01,9.911804570767076328e+00,1.116167571393535507e+00
3.389337656025524000e+15,9.795999999999999153e-03,-8.484000000000000222e-03,-2.441000000000000027e-03,1.208303333468181001e-01,9.931514611241084367e+00,1.112216555497256509e+00
3.389337660969372000e+15,8.727999999999999647e-03,-8.484000000000000222e-03,-3.049999999999999868e-04,1.167793693330314991e-01,9.906265585564844045e+00,1.107868092369970192e+00
3.389337665913219000e+15,5.538999999999899906e-03,-8.484000000000000222e-03,7.479999999999999670e-04,1.035869628374496976e-01,9.868989240570300581e+00,1.112602351923643207e+00
3.389337670826549000e+15,3.403000000000000209e-03,-5.295000000000000227e-03,-1.373000000000000088e-03,1.043155710284063981e-01,9.865114428275527203e+00,1.130704570715176827e+00
